2266,ulica Lotnika                                            ,ulicy Lotnika                                                                   ,ul. Lotnika
2267,Aleja Lotników                                           ,Alei Lotników                                                                   ,al. Lotników
2268,ulica Lotosu                                             ,ulicy Lotosu                                                                    ,ul. Lotosu
2269,ulica Lubartowska                                        ,ulicy Lubartowskiej                                                             ,ul. Lubartowska
2270,ulica Lubaszki                                           ,ulicy Lubaszki                                                                  ,ul. Lubaszki
2271,ulica Lubczyka                                           ,ulicy Lubczyka                                                                  ,ul. Lubczyka
2272,Szosa Lubelska                                           ,Szosy Lubelskiej                                                                ,Szosa Lubelska
2273,ulica Lubelska                                           ,ulicy Lubelskiej                                                                ,ul. Lubelska
2274,Trakt Lubelski                                           ,Traktu Lubelskiego                                                              ,Trakt Lubelski
2275,ulica Lubiana                                            ,ulicy Lubianej                                                                  ,ul. Lubiana
2276,ulica Lubieszowska                                       ,ulicy Lubieszowskiej                                                            ,ul. Lubieszowska
2277,ulica Lubiniecka                                         ,ulicy Lubinieckiej                                                              ,ul. Lubiniecka
2278,ulica Lubkowska                                          ,ulicy Lubkowskiej                                                               ,ul. Lubkowska
2279,ulica Lubomelska                                         ,ulicy Lubomelskiej                                                              ,ul. Lubomelska
2280,ulica Lubomira                                           ,ulicy Lubomira                                                                  ,ul. Lubomira
2281,Rondo Zdzisława Lubomirskiego                            ,Ronda Zdzisława Lubomirskiego Rondo Z. Lubomirskiego                            ,""
2282,ulica Lubuska                                            ,ulicy Lubuskiej                                                                 ,ul. Lubuska
2283,ulica Lucerny                                            ,ulicy Lucerny                                                                   ,ul. Lucerny
2284,ulica Lucynowska                                         ,ulicy Lucynowskiej                                                              ,ul. Lucynowska
2285,ulica Ludna                                              ,ulicy Ludnej                                                                    ,ul. Ludna
2286,ulica Ludowa                                             ,ulicy Ludowej                                                                   ,ul. Ludowa
2287,ulica Ludwicka                                           ,ulicy Ludwickiej                                                                ,ul. Ludwicka
2288,ulica Ludwiki                                            ,ulicy Ludwiki                                                                   ,ul. Ludwiki
2289,ulica Ludwinowska                                        ,ulicy Ludwinowskiej                                                             ,ul. Ludwinowska
2290,ulica Ludwisarska                                        ,ulicy Ludwisarskiej                                                             ,ul. Ludwisarska
2291,Skwer Wandy Lurie                                        ,Skweru Wandy Lurie                                                              ,Skwer W. Lurie
2292,ulica Lusińska                                           ,ulicy Lusińskiej                                                                ,ul. Lusińska
2293,ulica Lustrzana                                          ,ulicy Lustrzanej                                                                ,ul. Lustrzana
2294,ulica Lutniowa                                           ,ulicy Lutniowej                                                                 ,ul. Lutniowa
2295,ulica Lutocińska                                         ,ulicy Lutocińskiej                                                              ,ul. Lutocińska
2296,ulica Witolda Lutosławskiego                             ,ulicy Witolda Lutosławskiego                                                    ,ul. W. Lutosławskiego
2297,ulica Lwa                                                ,ulicy Lwa                                                                       ,ul. Lwa
2298,ulica Lwowska                                            ,ulicy Lwowskiej                                                                 ,ul. Lwowska
2299,ulica Łabędzia                                           ,ulicy Łabędziej                                                                 ,ul. Łabędzia
2300,ulica Łabiszyńska                                        ,ulicy Łabiszyńskiej                                                             ,ul. Łabiszyńska
2301,ulica Łacińska                                           ,ulicy Łacińskiej                                                                ,ul. Łacińska
2302,ulica Ładna                                              ,ulicy Ładnej                                                                    ,ul. Ładna
2303,ulica bł. Ładysława z Gielniowa                          ,ulicy bł. Ładysława z Gielniowa                                                 ,ul. bł. Ładysława z Gielniowa
2304,ulica Łagiewnicka                                        ,ulicy Łagiewnickiej                                                             ,ul. Łagiewnicka
2305,ulica Łagodna                                            ,ulicy Łagodnej                                                                  ,ul. Łagodna
2306,ulica Łagodna                                            ,ulicy Łagodnej                                                                  ,ul. Łagodna
2307,ulica Łagowska                                           ,ulicy Łagowskiej                                                                ,ul. Łagowska
2308,ulica Antoniego Pankracego Łaguny                        ,ulicy Antoniego PankracegoŁaguny                                                ,ul. A. P. Łaguny
2309,ulica Łamana                                             ,ulicy Łamanej                                                                   ,ul. Łamana
2310,ulica Łanowa                                             ,ulicy Łanowej                                                                   ,ul. Łanowa
2311,ulica Łany                                               ,ulicy Łany                                                                      ,ul. Łany
2312,ulica Łańcucka                                           ,ulicy Łańcuckiej                                                                ,ul. Łańcucka
2313,ulica Łasicy                                             ,ulicy Łasicy                                                                    ,ul. Łasicy
2314,ulica Łasińska                                           ,ulicy Łasińskiej                                                                ,ul. Łasińska
2315,ulica Ławnicza                                           ,ulicy Ławniczej                                                                 ,ul. Ławnicza
2316,ulica Łazanowicka                                        ,ulicy Łazanowickiej                                                             ,ul. Łazanowicka
2317,ulica Łaziebna                                           ,ulicy Łaziebnej                                                                 ,ul. Łaziebna
2318,ulica Łazienkowska                                       ,ulicy Łazienkowskiej                                                            ,ul. Łazienkowska
2319,Most Łazienkowski                                        ,Mostu Łazienkowskiego                                                           ,Most Łazienkowski
2320,ulica Łazy                                               ,ulicy Łazy                                                                      ,ul. Łazy
2321,ulica Łącząca                                            ,ulicy Łączącej                                                                  ,ul. Łącząca
2322,ulica Łączna                                             ,ulicy Łącznej                                                                   ,ul. Łączna
2323,ulica Łączyny                                            ,ulicy Łączyny                                                                   ,ul. Łączyny
2324,ulica Łąkocińska                                         ,ulicy Łąkocińskiej                                                              ,ul. Łąkocińska
2325,ulica Łąkowa                                             ,ulicy Łąkowej                                                                   ,ul. Łąkowa
2326,ulica Łąkowa                                             ,ulicy Łąkowej                                                                   ,ul. Łąkowa
2327,ulica Łęczycka                                           ,ulicy Łęczyckiej                                                                ,ul. Łęczycka
2328,ulica Łęgi                                               ,ulicy Łęgi                                                                      ,ul. Łęgi
2329,ulica Łobeska                                            ,ulicy Łobeskiej                                                                 ,ul. Łobeska
2330,ulica Łochowska                                          ,ulicy Łochowskiej                                                               ,ul. Łochowska
2331,ulica Łodygowa                                           ,ulicy Łodygowej                                                                 ,ul. Łodygowa
2332,ulica Łojewska                                           ,ulicy Łojewskiej                                                                ,ul. Łojewska
2333,ulica Łokciowa                                           ,ulicy Łokciowej                                                                 ,ul. Łokciowa
2334,ulica płk. Witolda Łokuciewskiego                        ,ulicy płk. Witolda Łokuciewskiego                                               ,ul. płk. W. Łokuciewskiego
2335,ulica Łomiańska                                          ,ulicy Łomiańskiej                                                               ,ul. Łomiańska
2336,ulica Łomżyńska                                          ,ulicy Łomżyńskiej                                                               ,ul. Łomżyńska
2337,ulica Łopianowa                                          ,ulicy Łopianowej                                                                ,ul. Łopianowa
2338,ulica Łopuszańska                                        ,ulicy Łopuszańskiej                                                             ,ul. Łopuszańska
2339,ulica Łosia                                              ,ulicy Łosiej                                                                    ,ul. Łosia
2340,ulica Łosicka                                            ,ulicy Łosickiej                                                                 ,ul. Łosicka
2341,ulica Łososiowa                                          ,ulicy Łososiowej                                                                ,ul. Łososiowa
2342,ulica Łotewska                                           ,ulicy Łotewskiej                                                                ,ul. Łotewska
2343,ulica Łowcza                                             ,ulicy Łowczej                                                                   ,ul. Łowcza
2344,ulica Łowicka                                            ,ulicy Łowickiej                                                                 ,ul. Łowicka
2345,ulica Łozinowa                                           ,ulicy Łozinowej                                                                 ,ul. Łozinowa
2346,ulica Łubinowa                                           ,ulicy Łubinowej                                                                 ,ul. Łubinowa
2347,ulica Łucka                                              ,ulicy Łuckiej                                                                   ,ul. Łucka
2348,ulica Łuczek                                             ,ulicy Łuczek                                                                    ,ul. Łuczek
2349,ulica Łucznicza                                          ,ulicy Łuczniczej                                                                ,ul. Łucznicza
2350,ulica Łuczników                                          ,ulicy Łuczników                                                                 ,ul. Łuczników
2351,ulica Łuczywo                                            ,ulicy Łuczywo                                                                   ,ul. Łuczywo
2352,ulica Ługi                                               ,ulicy Ługi                                                                      ,ul. Ługi
2353,ulica Ignacego Łukasiewicza                              ,ulicy Ignacego Łukasiewicza                                                     ,ul. I. Łukasiewicza
2354,ulica Waleriana Łukasińskiego                            ,ulicy Waleriana Łukasińskiego                                                   ,ul. W. Łukasińskiego
2355,ulica Franciszka Łukaszczyka                             ,ulicy Franciszka Łukaszczyka                                                    ,ul. F. Łukaszczyka
2356,ulica Łuki Małe                                          ,ulicy Łuki Małe                                                                 ,ul. Łuki Małe
2357,ulica Łuki Wielkie                                       ,ulicy Łuki Wielkie                                                              ,ul. Łuki Wielkie
2358,ulica Łukiska                                            ,ulicy Łukiskiej                                                                 ,ul. Łukiska
2359,ulica Łukowa                                             ,ulicy Łukowej                                                                   ,ul. Łukowa
2360,ulica Łukowska                                           ,ulicy Łukowskiej                                                                ,ul. Łukowska
2361,ulica Łużycka                                            ,ulicy Łużyckiej                                                                 ,ul. Łużycka
2362,ulica Łysakowska                                         ,ulicy Łysakowskiej                                                              ,ul. Łysakowska
2363,ulica Łysogórska                                         ,ulicy Łysogórskiej                                                              ,ul. Łysogórska
2364,ulica Stefana Łyszkiewicza „Pechowca”                    ,ulicy Stefana Łyszkiewicza „Pechowca”                                           ,ul. S. Łyszkiewicza „Pechowca”
2365,ulica Łyszkowicka                                        ,ulicy Łyszkowickiej                                                             ,ul. Łyszkowicka
2366,ulica Łyżwiarska                                         ,ulicy Łyżwiarskiej                                                              ,ul. Łyżwiarska
2367,ulica Macedońska                                         ,ulicy Macedońskiej                                                              ,ul. Macedońska
2368,ulica Romana Maciejewskiego                              ,ulicy Romana Maciejewskiego                                                     ,ul. R. Maciejewskiego
2369,ulica Maciejki                                           ,ulicy Maciejki                                                                  ,ul. Maciejki
2370,ulica Maciejowicka                                       ,ulicy Maciejowickiej                                                            ,ul. Maciejowicka
2371,ulica Macierzanki                                        ,ulicy Macierzanki                                                               ,ul. Macierzanki
2372,ulica Macierzanki                                        ,ulicy Macierzanki                                                               ,ul. Macierzanki
2373,ulica Antoniego Mackiewicza                              ,ulicy Antoniego Mackiewicza                                                     ,ul. A. Mackiewicza
2374,Rondo Józefa Mackiewicza                                 ,Ronda Józefa Mackiewicza                                                        ,Rondo J. Mackiewicza
2375,ulica gen. Stanisława Maczka                             ,ulicy gen. Stanisława Maczka                                                    ,ul. gen. S. Maczka
2376,ulica Maćka z Bogdańca                                   ,ulicy Maćka z Bogdańca                                                          ,ul. Maćka z Bogdańca
2377,ulica Antoniego Józefa Madalińskiego                     ,ulicy Antoniego Józefa Madalińskiego                                            ,ul. A. J. Madalińskiego
2378,ulica Madziarów                                          ,ulicy Madziarów                                                                 ,ul. Madziarów
2379,ulica Magazynowa                                         ,ulicy Magazynowej                                                               ,ul. Magazynowa
2380,ulica Ferdynanda Magellana                               ,ulicy Ferdynanda Magellana                                                      ,ul. F. Magellana
2381,ulica Magenta                                            ,ulicy Magenta                                                                   ,ul. Magenta
2382,ulica Magiczna                                           ,ulicy Magicznej                                                                 ,ul. Magiczna
2383,ulica Antoniego Magiera                                  ,ulicy Antoniego Magiera                                                         ,ul. A. Magiera
2384,ulica Magistracka                                        ,ulicy Magistrackiej                                                             ,ul. Magistracka
2385,ulica Magnacka                                           ,ulicy Magnackiej                                                                ,ul. Magnacka
2386,ulica Magnolii                                           ,ulicy Magnolii                                                                  ,ul. Magnolii
2387,ulica Magnolii                                           ,ulicy Magnolii                                                                  ,ul. Magnolii
2388,ulica Magury                                             ,ulicy Magury                                                                    ,ul. Magury
2389,ulica Mahoniowa                                          ,ulicy Mahoniowej                                                                ,ul. Mahoniowa
2390,ulica 1 Maja                                             ,ulicy 1 Maja                                                                    ,ul. 1 Maja
2392,Aleja 3 Maja                                             ,Alei 3 Maja                                                                     ,al. 3 Maja
2393,ulica Włodzimierza Majakowskiego                         ,ulicy Włodzimierza Majakowskiego                                                ,ul. W. Majakowskiego
2394,ulica Majdańska                                          ,ulicy Majdańskiej                                                               ,ul. Majdańska
2395,ulica Majerankowa                                        ,ulicy Majerankowej                                                              ,ul. Majerankowa
2396,ulica Majolikowa                                         ,ulicy Majolikowej                                                               ,ul. Majolikowa
2397,ulica Majorki                                            ,ulicy Majorki                                                                   ,ul. Majorki
2398,ulica Majowa                                             ,ulicy Majowej                                                                   ,ul. Majowa
2399,ulica Majowa                                             ,ulicy Majowej                                                                   ,ul. Majowa
2400,ulica Jana Maklakiewicza                                 ,ulicy Jana Maklakiewicza                                                        ,ul. J. Maklakiewicza
2401,Rondo Zdzisława Maklakiewicza                            ,Ronda Zdzisława Maklakiewicza Rondo Z. Maklakiewicza                            ,""
2402,ulica Makolągwy                                          ,ulicy Makolągwy                                                                 ,ul. Makolągwy
2403,ulica Makowska                                           ,ulicy Makowskiej                                                                ,ul. Makowska
2404,ulica Tadeusza Makowskiego                               ,ulicy Tadeusza Makowskiego                                                      ,ul. T. Makowskiego
2405,ulica Kornela Makuszyńskiego                             ,ulicy Kornela Makuszyńskiego                                                    ,ul. K. Makuszyńskiego
2406,ulica Malachitowa                                        ,ulicy Malachitowej                                                              ,ul. Malachitowa
2407,ulica Malachitowa                                        ,ulicy Malachitowej                                                              ,ul. Malachitowa
2408,ulica Artura Malawskiego                                 ,ulicy Artura Malawskiego                                                        ,ul. A. Malawskiego
2409,ulica Malborska                                          ,ulicy Malborskiej                                                               ,ul. Malborska
2410,ulica Antoniego Malczewskiego                            ,ulicy Antoniego Malczewskiego                                                   ,ul. A. Malczewskiego
2411,ulica Malczycka                                          ,ulicy Malczyckiej                                                               ,ul. Malczycka
2412,Rondo Emilii Malessy „Marcysi”                           ,Ronda Emilii Malessy „Marcysi” Rondo E. Malessy „Marcysi”                       ,""
2413,ulica Malinowa                                           ,ulicy Malinowej                                                                 ,ul. Malinowa
2414,ulica Malinowa                                           ,ulicy Malinowej                                                                 ,ul. Malinowa
2415,ulica Ernesta Malinowskiego                              ,ulicy Ernesta Malinowskiego                                                     ,ul. E. Malinowskiego
2416,ulica Malownicza                                         ,ulicy Malowniczej                                                               ,ul. Malownicza
2417,ulica Maltańska                                          ,ulicy Maltańskiej                                                               ,ul. Maltańska
2418,ulica Maluchów                                           ,ulicy Maluchów                                                                  ,ul. Maluchów
2419,ulica Malwowa                                            ,ulicy Malwowej                                                                  ,ul. Malwowa
2420,ulica Malwy                                              ,ulicy Malwy                                                                     ,ul. Malwy
2421,ulica Mała                                               ,ulicy Małej                                                                     ,ul. Mała
2422,ulica Mała                                               ,ulicy Małej                                                                     ,ul. Mała
2423,Plac Stanisława Małachowskiego                           ,Placu Stanisława Małachowskiego                                                 ,pl. S. Małachowskiego
2424,ulica Witolda Małcużyńskiego                             ,ulicy Witolda Małcużyńskiego                                                    ,ul. W. Małcużyńskiego
2425,ulica Małego Franka                                      ,ulicy Małego Franka                                                             ,ul. Małego Franka
2426,ulica Małego Księcia                                     ,ulicy Małego Księcia                                                            ,ul. Małego Księcia
2427,ulica Małego Rycerza                                     ,ulicy Małego Rycerza                                                            ,ul. Małego Rycerza
2428,Rondo Małej Brzozy                                       ,Ronda Małej Brzozy                                                              ,Rondo Małej Brzozy
2429,ulica Małej Brzozy                                       ,ulicy Małej Brzozy                                                              ,ul. Małej Brzozy
2430,ulica Małej Łąki                                         ,ulicy Małej Łąki                                                                ,ul. Małej Łąki
2431,ulica Małej Żabki                                        ,ulicy Małej Żabki                                                               ,ul. Małej Żabki
2432,Skwer Olgi i Andrzeja Małkowskich                        ,Skweru Olgi i AndrzejaMałkowskich                                               ,Skwer O. i A. Małkowskich
2433,ulica Henryka Małkowskiego                               ,ulicy Henryka Małkowskiego                                                      ,ul. H. Małkowskiego
2434,ulica Małogoska                                          ,ulicy Małogoskiej                                                               ,ul. Małogoska
2435,ulica Małopolska                                         ,ulicy Małopolskiej                                                              ,ul. Małopolska
2436,ulica Małowiejska                                        ,ulicy Małowiejskiej                                                             ,ul. Małowiejska
2437,ulica Małych Dębów                                       ,ulicy Małych Dębów                                                              ,ul. Małych Dębów
2438,ulica Mandarynki                                         ,ulicy Mandarynki                                                                ,ul. Mandarynki
2439,ulica Mangalia                                           ,ulicy Mangalia                                                                  ,ul. Mangalia
2440,ulica Tadeusza Manteuffla                                ,ulicy Tadeusza Manteuffla                                                       ,ul. T. Manteuffla
2441,ulica Mańkowska                                          ,ulicy Mańkowskiej                                                               ,ul. Mańkowska
2442,ulica Marabuta                                           ,ulicy Marabuta                                                                  ,ul. Marabuta
2443,ulica Maratońska                                         ,ulicy Maratońskiej                                                              ,ul. Maratońska
2444,ulica Marca Polo                                         ,ulicy Marca Polo                                                                ,ul. Marca Polo
2445,ulica Marcelińska                                        ,ulicy Marcelińskiej                                                             ,ul. Marcelińska
2446,ulica Marcepanowa                                        ,ulicy Marcepanowej                                                              ,ul. Marcepanowa
2447,ulica Marchołta                                          ,ulicy Marchołta                                                                 ,ul. Marchołta
2448,ulica Marcina z Wrocimowic                               ,ulicy Marcina z Wrocimowic                                                      ,ul. Marcina z Wrocimowic
2449,ulica Floriana Marciniaka                                ,ulicy Floriana Marciniaka                                                       ,ul. F. Marciniaka
2450,ulica Karola Marcinkowskiego                             ,ulicy Karola Marcinkowskiego                                                    ,ul. K. Marcinkowskiego
2451,ulica Marconich                                          ,ulicy Marconich                                                                 ,ul. Marconich
2452,ulica Marecka                                            ,ulicy Mareckiej                                                                 ,ul. Marecka
2453,ulica Margerytki                                         ,ulicy Margerytki                                                                ,ul. Margerytki
2454,ulica Mariańska                                          ,ulicy Mariańskiej                                                               ,ul. Mariańska
2455,Rynek Mariensztacki                                      ,Rynku Mariensztackiego                                                          ,Rynek Mariensztacki
2456,ulica Mariensztat                                        ,ulicy Mariensztat                                                               ,ul. Mariensztat
2457,ulica Marii Eleonory                                     ,ulicy Marii Eleonory                                                            ,ul. Marii Eleonory
2458,ulica Marii Kazimiery                                    ,ulicy Marii Kazimiery                                                           ,ul. Marii Kazimiery
2459,ulica św. Marii Magdaleny                                ,ulicy św. Marii Magdaleny                                                       ,ul. św. Marii Magdaleny
2460,ulica Zygmunta Markerta                                  ,ulicy Zygmunta Markerta                                                         ,ul. Z. Markerta
2461,ulica Markietanki                                        ,ulicy Markietanki                                                               ,ul. Markietanki
2462,ulica ks. Bronisława Markiewicza                         ,ulicy ks. Bronisława Markiewicza                                                ,ul. ks. B. Markiewicza
2463,Wiadukt Stanisława Markiewicza                           ,Wiaduktu Stanisława Markiewicza                                                 ,Wiadukt S. Markiewicza
2464,ulica Markowska                                          ,ulicy Markowskiej                                                               ,ul. Markowska
2465,ulica Marmurowa                                          ,ulicy Marmurowej                                                                ,ul. Marmurowa
2466,ulica Marmurowa                                          ,ulicy Marmurowej                                                                ,ul. Marmurowa
2467,ulica Marokańska                                         ,ulicy Marokańskiej                                                              ,ul. Marokańska
2468,ulica Marsa                                              ,ulicy Marsa                                                                     ,ul. Marsa
2469,ulica Marsylska                                          ,ulicy Marsylskiej                                                               ,ul. Marsylska
2470,ulica Marszałkowska                                      ,ulicy Marszałkowskiej                                                           ,ul. Marszałkowska
2471,ulica Marty                                              ,ulicy Marty                                                                     ,ul. Marty
2472,ulica Maryli                                             ,ulicy Maryli                                                                    ,ul. Maryli
2473,ulica Marymoncka                                         ,ulicy Marymonckiej                                                              ,ul. Marymoncka
2474,ulica Marynarska                                         ,ulicy Marynarskiej                                                              ,ul. Marynarska
2475,ulica Marynin                                            ,ulicy Marynin                                                                   ,ul. Marynin
2476,ulica Marysińska                                         ,ulicy Marysińskiej                                                              ,ul. Marysińska
2477,ulica Marywilska                                         ,ulicy Marywilskiej                                                              ,ul. Marywilska
2478,ulica Marzanny                                           ,ulicy Marzanny                                                                  ,ul. Marzanny
2479,ulica Masłowiecka                                        ,ulicy Masłowieckiej                                                             ,ul. Masłowiecka
2480,ulica Maszewska                                          ,ulicy Maszewskiej                                                               ,ul. Maszewska
2481,ulica Masztalerska                                       ,ulicy Masztalerskiej                                                            ,ul. Masztalerska
2482,ulica Masztowa                                           ,ulicy Masztowej                                                                 ,ul. Masztowa
2483,ulica Maszynowa                                          ,ulicy Maszynowej                                                                ,ul. Maszynowa
2484,ulica Piotra Maszyńskiego                                ,ulicy Piotra Maszyńskiego                                                       ,ul. P. Maszyńskiego
2485,ulica Maślaków                                           ,ulicy Maślaków                                                                  ,ul. Maślaków
2486,ulica Matecznik                                          ,ulicy Matecznik                                                                 ,ul. Matecznik
2487,ulica Jana Matejki                                       ,ulicy Jana Matejki                                                              ,ul. J. Matejki
2488,ulica Jana Matejki                                       ,ulicy Jana Matejki                                                              ,ul. J. Matejki
2489,ulica Matematyczna                                       ,ulicy Matematycznej                                                             ,ul. Matematyczna
2490,ulica Materii                                            ,ulicy Materii                                                                   ,ul. Materii
2491,Skwer Matki Sybiraczki                                   ,Skweru Matki Sybiraczki                                                         ,Skwer Matki Sybiraczki
2492,ulica Matki Teresy z Kalkuty                             ,ulicy Matki Teresy z Kalkuty                                                    ,ul. Matki Teresy z Kalkuty
2493,ulica Matuszewska                                        ,ulicy Matuszewskiej                                                             ,ul. Matuszewska
2494,ulica Matyldy                                            ,ulicy Matyldy                                                                   ,ul. Matyldy
2495,ulica Krystyny Matysiakówny                              ,ulicy Krystyny Matysiakówny                                                     ,ul. K. Matysiakówny
2496,ulica Mazowiecka                                         ,ulicy Mazowieckiej                                                              ,ul. Mazowiecka
2497,ulica Mazowiecka                                         ,ulicy Mazowieckiej                                                              ,ul. Mazowiecka
2498,ulica Mazura                                             ,ulicy Mazura                                                                    ,ul. Mazura
2499,ulica Mazurska                                           ,ulicy Mazurskiej                                                                ,ul. Mazurska
2500,ulica Zdzisława Mączeńskiego                             ,ulicy Zdzisława Mączeńskiego                                                    ,ul. Z. Mączeńskiego
2501,ulica Mątwicka                                           ,ulicy Mątwickiej                                                                ,ul. Mątwicka
2502,ulica Mchów                                              ,ulicy Mchów                                                                     ,ul. Mchów
2503,ulica Meander                                            ,ulicy Meander                                                                   ,ul. Meander
2504,ulica Meblowa                                            ,ulicy Meblowej                                                                  ,ul. Meblowa
2505,ulica Mechaników                                         ,ulicy Mechaników                                                                ,ul. Mechaników
2506,ulica Józefa Mehoffera                                   ,ulicy Józefa Mehoffera                                                          ,ul. J. Mehoffera
2507,ulica Janusza Meissnera                                  ,ulicy Janusza Meissnera                                                         ,ul. J. Meissnera
2508,ulica Meksykańska                                        ,ulicy Meksykańskiej                                                             ,ul. Meksykańska
2509,ulica Henryka Melcera-Szczawińskiego                     ,ulicy Henryka Melcera-Szczawińskiego                                            ,ul. H. Melcera-Szczawińskiego
2510,ulica Melioracyjna                                       ,ulicy Melioracyjnej                                                             ,ul. Melioracyjna
2511,ulica Melisy                                             ,ulicy Melisy                                                                    ,ul. Melisy
2512,ulica Melodyjna                                          ,ulicy Melodyjnej                                                                ,ul. Melodyjna
2513,ulica Melomanów                                          ,ulicy Melomanów                                                                 ,ul. Melomanów
2514,ulica Melsztyńska                                        ,ulicy Melsztyńskiej                                                             ,ul. Melsztyńska
2515,ulica Dymitra Mendelejewa                                ,ulicy Dymitra Mendelejewa                                                       ,ul. D. Mendelejewa
2516,ulica Menueta                                            ,ulicy Menueta                                                                   ,ul. Menueta
2517,ulica Dominika Merliniego                                ,ulicy Dominika Merliniego                                                       ,ul. D. Merliniego
2518,ulica Lucyny Messal                                      ,ulicy Lucyny Messal                                                             ,ul. L. Messal
2519,ulica Mesyńska                                           ,ulicy Mesyńskiej                                                                ,ul. Mesyńska
2520,ulica Metafory                                           ,ulicy Metafory                                                                  ,ul. Metafory
2521,ulica Metalowców                                         ,ulicy Metalowców                                                                ,ul. Metalowców
2522,ulica Metryczna                                          ,ulicy Metrycznej                                                                ,ul. Metryczna
2523,ulica Metrykantów                                        ,ulicy Metrykantów                                                               ,ul. Metrykantów
2524,ulica Męcińska                                           ,ulicy Męcińskiej                                                                ,ul. Męcińska
2525,ulica Mglista                                            ,ulicy Mglistej                                                                  ,ul. Mglista
2526,ulica Józefa Mianowskiego                                ,ulicy Józefa Mianowskiego                                                       ,ul. J. Mianowskiego
2527,ulica Karola Miarki                                      ,ulicy Karola Miarki                                                             ,ul. K. Miarki
2528,ulica Miączyńska                                         ,ulicy Miączyńskiej                                                              ,ul. Miączyńska
2529,ulica Michalinki                                         ,ulicy Michalinki                                                                ,ul. Michalinki
2530,ulica Michaliny                                          ,ulicy Michaliny                                                                 ,ul. Michaliny
2531,ulica Jerzego Michałowicza                               ,ulicy Jerzego Michałowicza                                                      ,ul. J. Michałowicza
2532,ulica Michałowska                                        ,ulicy Michałowskiej                                                             ,ul. Michałowska
2533,ulica Piotra Michałowskiego                              ,ulicy Piotra Michałowskiego                                                     ,ul. P. Michałowskiego
2534,ulica Adama Mickiewicza                                  ,ulicy Adama Mickiewicza                                                         ,ul. A. Mickiewicza
2536,Skwer Adama Mickiewicza                                  ,Skweru Adama Mickiewicza                                                        ,Skwer A. Mickiewicza
2537,ulica Miechowska                                         ,ulicy Miechowskiej                                                              ,ul. Miechowska
2538,ulica Ilji Miecznikowa                                   ,ulicy Ilji Miecznikowa                                                          ,ul. I. Miecznikowa
2539,ulica Mieczykowa                                         ,ulicy Mieczykowej                                                               ,ul. Mieczykowa
2540,ulica Miedziana                                          ,ulicy Miedzianej                                                                ,ul. Miedziana
2541,ulica Miedzianogórska                                    ,ulicy Miedzianogórskiej                                                         ,ul. Miedzianogórska
2542,ulica Miejska                                            ,ulicy Miejskiej                                                                 ,ul. Miejska
2543,ulica Romualda Mielczarskiego                            ,ulicy Romualda Mielczarskiego                                                   ,ul. R. Mielczarskiego
2544,ulica Mielecka                                           ,ulicy Mieleckiej                                                                ,ul. Mielecka
2545,ulica Mielnicka                                          ,ulicy Mielnickiej                                                               ,ul. Mielnicka
2546,ulica Ludwika Mierosławskiego                            ,ulicy Ludwika Mierosławskiego                                                   ,ul. L. Mierosławskiego
2547,ulica Henryka Mierzejewskiego                            ,ulicy Henryka Mierzejewskiego                                                   ,ul. H. Mierzejewskiego
